link,amp_link,non_amp_total,non_amp_response,amp_total,amp_response,attempt#
https://www.theguardian.com/books/2017/feb/21/milo-yiannopoulos-book-deal-cancelled-outrage-child-abuse-comments,https://amp.theguardian.com/books/2017/feb/21/milo-yiannopoulos-book-deal-cancelled-outrage-child-abuse-comments,4653,62,1127,38,1
https://www.theguardian.com/books/2017/feb/21/milo-yiannopoulos-book-deal-cancelled-outrage-child-abuse-comments,https://amp.theguardian.com/books/2017/feb/21/milo-yiannopoulos-book-deal-cancelled-outrage-child-abuse-comments,4574,336,1279,38,2
https://www.theguardian.com/books/2017/feb/21/us-libraries-join-struggle-to-resist-the-trump-administration,https://amp.theguardian.com/books/2017/feb/21/us-libraries-join-struggle-to-resist-the-trump-administration,5101,75,1359,260,0
https://www.theguardian.com/books/2017/feb/21/us-libraries-join-struggle-to-resist-the-trump-administration,https://amp.theguardian.com/books/2017/feb/21/us-libraries-join-struggle-to-resist-the-trump-administration,5024,75,1343,141,1
https://www.theguardian.com/books/2017/feb/21/us-libraries-join-struggle-to-resist-the-trump-administration,https://amp.theguardian.com/books/2017/feb/21/us-libraries-join-struggle-to-resist-the-trump-administration,5585,68,1167,36,2
https://www.theguardian.com/law/2017/feb/21/mexico-border-shooting-teenager-supreme-court,https://amp.theguardian.com/law/2017/feb/21/mexico-border-shooting-teenager-supreme-court,6498,105,1566,185,0
https://www.theguardian.com/law/2017/feb/21/mexico-border-shooting-teenager-supreme-court,https://amp.theguardian.com/law/2017/feb/21/mexico-border-shooting-teenager-supreme-court,3693,302,1461,386,1
https://www.theguardian.com/law/2017/feb/21/mexico-border-shooting-teenager-supreme-court,https://amp.theguardian.com/law/2017/feb/21/mexico-border-shooting-teenager-supreme-court,4800,416,1442,39,2
https://www.theguardian.com/world/2017/feb/21/bao-bao-giant-panda-leaves-washington-zoo-china,https://amp.theguardian.com/world/2017/feb/21/bao-bao-giant-panda-leaves-washington-zoo-china,4152,282,1271,181,0
https://www.theguardian.com/world/2017/feb/21/bao-bao-giant-panda-leaves-washington-zoo-china,https://amp.theguardian.com/world/2017/feb/21/bao-bao-giant-panda-leaves-washington-zoo-china,4834,74,1456,255,1
https://www.theguardian.com/world/2017/feb/21/bao-bao-giant-panda-leaves-washington-zoo-china,https://amp.theguardian.com/world/2017/feb/21/bao-bao-giant-panda-leaves-washington-zoo-china,3918,167,1607,190,2
https://www.theguardian.com/us-news/2017/feb/20/trump-appoints-hr-mcmaster-national-security-adviser,https://amp.theguardian.com/us-news/2017/feb/20/trump-appoints-hr-mcmaster-national-security-adviser,5448,459,1709,537,0
https://www.theguardian.com/us-news/2017/feb/20/trump-appoints-hr-mcmaster-national-security-adviser,https://amp.theguardian.com/us-news/2017/feb/20/trump-appoints-hr-mcmaster-national-security-adviser,4118,165,1578,45,1
https://www.theguardian.com/us-news/2017/feb/20/trump-appoints-hr-mcmaster-national-security-adviser,https://amp.theguardian.com/us-news/2017/feb/20/trump-appoints-hr-mcmaster-national-security-adviser,5174,521,1240,45,2
https://www.theguardian.com/technology/2017/feb/21/uber-hires-eric-holder-to-investigate-sexual-harassment-allegations,https://amp.theguardian.com/technology/2017/feb/21/uber-hires-eric-holder-to-investigate-sexual-harassment-allegations,5370,67,1319,186,0
https://www.theguardian.com/technology/2017/feb/21/uber-hires-eric-holder-to-investigate-sexual-harassment-allegations,https://amp.theguardian.com/technology/2017/feb/21/uber-hires-eric-holder-to-investigate-sexual-harassment-allegations,8277,206,1196,61,1
https://www.theguardian.com/technology/2017/feb/21/uber-hires-eric-holder-to-investigate-sexual-harassment-allegations,https://amp.theguardian.com/technology/2017/feb/21/uber-hires-eric-holder-to-investigate-sexual-harassment-allegations,35005,81,1180,39,2
https://www.theguardian.com/us-news/2017/feb/20/trump-family-security-new-york-palm-beach-taxes,https://amp.theguardian.com/us-news/2017/feb/20/trump-family-security-new-york-palm-beach-taxes,3551,75,1487,405,0
https://www.theguardian.com/us-news/2017/feb/20/trump-family-security-new-york-palm-beach-taxes,https://amp.theguardian.com/us-news/2017/feb/20/trump-family-security-new-york-palm-beach-taxes,3708,68,1148,52,1
https://www.theguardian.com/us-news/2017/feb/20/trump-family-security-new-york-palm-beach-taxes,https://amp.theguardian.com/us-news/2017/feb/20/trump-family-security-new-york-palm-beach-taxes,4964,98,1143,46,2
https://www.theguardian.com/world/2017/feb/21/robert-mugabe-93rd-birthday-zimbabwe-president-donald-trump,https://amp.theguardian.com/world/2017/feb/21/robert-mugabe-93rd-birthday-zimbabwe-president-donald-trump,3805,68,1441,329,0
https://www.theguardian.com/world/2017/feb/21/robert-mugabe-93rd-birthday-zimbabwe-president-donald-trump,https://amp.theguardian.com/world/2017/feb/21/robert-mugabe-93rd-birthday-zimbabwe-president-donald-trump,3655,75,1777,403,1
https://www.theguardian.com/world/2017/feb/21/robert-mugabe-93rd-birthday-zimbabwe-president-donald-trump,https://amp.theguardian.com/world/2017/feb/21/robert-mugabe-93rd-birthday-zimbabwe-president-donald-trump,5053,86,1497,38,2
https://www.theguardian.com/world/2017/feb/21/spanish-mps-give-junior-masterchef-a-roasting-over-late-night-time-slot,https://amp.theguardian.com/world/2017/feb/21/spanish-mps-give-junior-masterchef-a-roasting-over-late-night-time-slot,4816,71,1292,183,0
https://www.theguardian.com/world/2017/feb/21/spanish-mps-give-junior-masterchef-a-roasting-over-late-night-time-slot,https://amp.theguardian.com/world/2017/feb/21/spanish-mps-give-junior-masterchef-a-roasting-over-late-night-time-slot,3941,72,1224,46,1
https://www.theguardian.com/world/2017/feb/21/spanish-mps-give-junior-masterchef-a-roasting-over-late-night-time-slot,https://amp.theguardian.com/world/2017/feb/21/spanish-mps-give-junior-masterchef-a-roasting-over-late-night-time-slot,4276,179,1195,37,2
https://www.theguardian.com/world/2017/feb/21/icelands-president-would-ban-pineapple-on-pizza-if-he-could,https://amp.theguardian.com/world/2017/feb/21/icelands-president-would-ban-pineapple-on-pizza-if-he-could,4290,69,1453,139,0
https://www.theguardian.com/world/2017/feb/21/icelands-president-would-ban-pineapple-on-pizza-if-he-could,https://amp.theguardian.com/world/2017/feb/21/icelands-president-would-ban-pineapple-on-pizza-if-he-could,5524,587,1391,43,1
https://www.theguardian.com/world/2017/feb/21/icelands-president-would-ban-pineapple-on-pizza-if-he-could,https://amp.theguardian.com/world/2017/feb/21/icelands-president-would-ban-pineapple-on-pizza-if-he-could,3841,67,1114,43,2
https://www.theguardian.com/world/2017/feb/21/austria-grants-us-request-to-extradite-ukrainian-mogul-dmytro-firtash,https://amp.theguardian.com/world/2017/feb/21/austria-grants-us-request-to-extradite-ukrainian-mogul-dmytro-firtash,4527,66,1325,201,0
https://www.theguardian.com/world/2017/feb/21/austria-grants-us-request-to-extradite-ukrainian-mogul-dmytro-firtash,https://amp.theguardian.com/world/2017/feb/21/austria-grants-us-request-to-extradite-ukrainian-mogul-dmytro-firtash,3879,93,1309,198,1
https://www.theguardian.com/world/2017/feb/21/austria-grants-us-request-to-extradite-ukrainian-mogul-dmytro-firtash,https://amp.theguardian.com/world/2017/feb/21/austria-grants-us-request-to-extradite-ukrainian-mogul-dmytro-firtash,4530,73,1121,34,2
https://www.theguardian.com/politics/2017/feb/20/mps-pour-scorn-on-racist-and-sexist-donald-trump-in-state-visit-debate,https://amp.theguardian.com/politics/2017/feb/20/mps-pour-scorn-on-racist-and-sexist-donald-trump-in-state-visit-debate,4647,71,1388,139,0
https://www.theguardian.com/politics/2017/feb/20/mps-pour-scorn-on-racist-and-sexist-donald-trump-in-state-visit-debate,https://amp.theguardian.com/politics/2017/feb/20/mps-pour-scorn-on-racist-and-sexist-donald-trump-in-state-visit-debate,3968,64,2492,45,1
https://www.theguardian.com/politics/2017/feb/20/mps-pour-scorn-on-racist-and-sexist-donald-trump-in-state-visit-debate,https://amp.theguardian.com/politics/2017/feb/20/mps-pour-scorn-on-racist-and-sexist-donald-trump-in-state-visit-debate,3914,167,2498,54,2
https://www.theguardian.com/global-development/2017/feb/21/mexico-kidnappings-refugees-central-america-immigration,https://amp.theguardian.com/global-development/2017/feb/21/mexico-kidnappings-refugees-central-america-immigration,4631,86,1685,353,0
https://www.theguardian.com/global-development/2017/feb/21/mexico-kidnappings-refugees-central-america-immigration,https://amp.theguardian.com/global-development/2017/feb/21/mexico-kidnappings-refugees-central-america-immigration,3795,73,1235,40,1
https://www.theguardian.com/global-development/2017/feb/21/mexico-kidnappings-refugees-central-america-immigration,https://amp.theguardian.com/global-development/2017/feb/21/mexico-kidnappings-refugees-central-america-immigration,3797,96,1361,191,2
https://www.theguardian.com/world/2017/feb/22/antarctic-study-examines-impact-of-aerosols-on-climate-change,https://amp.theguardian.com/world/2017/feb/22/antarctic-study-examines-impact-of-aerosols-on-climate-change,4739,237,1751,183,0
https://www.theguardian.com/world/2017/feb/22/antarctic-study-examines-impact-of-aerosols-on-climate-change,https://amp.theguardian.com/world/2017/feb/22/antarctic-study-examines-impact-of-aerosols-on-climate-change,4180,261,1311,181,1
https://www.theguardian.com/world/2017/feb/22/antarctic-study-examines-impact-of-aerosols-on-climate-change,https://amp.theguardian.com/world/2017/feb/22/antarctic-study-examines-impact-of-aerosols-on-climate-change,3817,78,1202,50,2
https://www.theguardian.com/film/filmblog/2017/feb/21/why-hidden-figures-should-win-the-best-picture-oscar,https://amp.theguardian.com/film/filmblog/2017/feb/21/why-hidden-figures-should-win-the-best-picture-oscar,5063,186,2033,193,0
https://www.theguardian.com/film/filmblog/2017/feb/21/why-hidden-figures-should-win-the-best-picture-oscar,https://amp.theguardian.com/film/filmblog/2017/feb/21/why-hidden-figures-should-win-the-best-picture-oscar,4794,167,1474,186,1
https://www.theguardian.com/film/filmblog/2017/feb/21/why-hidden-figures-should-win-the-best-picture-oscar,https://amp.theguardian.com/film/filmblog/2017/feb/21/why-hidden-figures-should-win-the-best-picture-oscar,5063,156,1471,44,2
https://www.theguardian.com/music/2017/feb/21/music-arnold-schoenberg-do-not-approach-with-caution-pina-napolitano,https://amp.theguardian.com/music/2017/feb/21/music-arnold-schoenberg-do-not-approach-with-caution-pina-napolitano,35112,87,1978,180,0
https://www.theguardian.com/music/2017/feb/21/music-arnold-schoenberg-do-not-approach-with-caution-pina-napolitano,https://amp.theguardian.com/music/2017/feb/21/music-arnold-schoenberg-do-not-approach-with-caution-pina-napolitano,5330,82,1388,186,1
https://www.theguardian.com/music/2017/feb/21/music-arnold-schoenberg-do-not-approach-with-caution-pina-napolitano,https://amp.theguardian.com/music/2017/feb/21/music-arnold-schoenberg-do-not-approach-with-caution-pina-napolitano,5088,76,1275,40,2
https://www.theguardian.com/world/2017/feb/21/iraq-museum-to-display-40-ancient-artefacts-at-venice-biennale,https://amp.theguardian.com/world/2017/feb/21/iraq-museum-to-display-40-ancient-artefacts-at-venice-biennale,5420,174,1358,201,0
https://www.theguardian.com/world/2017/feb/21/iraq-museum-to-display-40-ancient-artefacts-at-venice-biennale,https://amp.theguardian.com/world/2017/feb/21/iraq-museum-to-display-40-ancient-artefacts-at-venice-biennale,3495,75,1162,44,1
https://www.theguardian.com/world/2017/feb/21/iraq-museum-to-display-40-ancient-artefacts-at-venice-biennale,https://amp.theguardian.com/world/2017/feb/21/iraq-museum-to-display-40-ancient-artefacts-at-venice-biennale,3319,67,1148,58,2
https://www.theguardian.com/music/2017/feb/21/power-trip-top-five-metal-albums-leeway-sacrilege-bolt-thrower,https://amp.theguardian.com/music/2017/feb/21/power-trip-top-five-metal-albums-leeway-sacrilege-bolt-thrower,6015,79,1850,182,0
https://www.theguardian.com/music/2017/feb/21/power-trip-top-five-metal-albums-leeway-sacrilege-bolt-thrower,https://amp.theguardian.com/music/2017/feb/21/power-trip-top-five-metal-albums-leeway-sacrilege-bolt-thrower,5923,71,1661,204,1
https://www.theguardian.com/music/2017/feb/21/power-trip-top-five-metal-albums-leeway-sacrilege-bolt-thrower,https://amp.theguardian.com/music/2017/feb/21/power-trip-top-five-metal-albums-leeway-sacrilege-bolt-thrower,5620,72,1808,48,2
https://www.theguardian.com/film/2017/feb/21/moonlight-mahershala-ali-anti-islam-prejudice-black,https://amp.theguardian.com/film/2017/feb/21/moonlight-mahershala-ali-anti-islam-prejudice-black,4824,255,1286,185,0
https://www.theguardian.com/film/2017/feb/21/moonlight-mahershala-ali-anti-islam-prejudice-black,https://amp.theguardian.com/film/2017/feb/21/moonlight-mahershala-ali-anti-islam-prejudice-black,5767,63,1229,56,1
https://www.theguardian.com/film/2017/feb/21/moonlight-mahershala-ali-anti-islam-prejudice-black,https://amp.theguardian.com/film/2017/feb/21/moonlight-mahershala-ali-anti-islam-prejudice-black,4359,66,1175,48,2
https://www.theguardian.com/fashion/2017/feb/20/women-fox-news-dress-alike-republicans-blondes-pundits-ann-coulter-kellyanne-conway-rightwingers,https://amp.theguardian.com/fashion/2017/feb/20/women-fox-news-dress-alike-republicans-blondes-pundits-ann-coulter-kellyanne-conway-rightwingers,3919,77,1294,183,0
https://www.theguardian.com/fashion/2017/feb/20/women-fox-news-dress-alike-republicans-blondes-pundits-ann-coulter-kellyanne-conway-rightwingers,https://amp.theguardian.com/fashion/2017/feb/20/women-fox-news-dress-alike-republicans-blondes-pundits-ann-coulter-kellyanne-conway-rightwingers,4480,71,1161,48,1
https://www.theguardian.com/fashion/2017/feb/20/women-fox-news-dress-alike-republicans-blondes-pundits-ann-coulter-kellyanne-conway-rightwingers,https://amp.theguardian.com/fashion/2017/feb/20/women-fox-news-dress-alike-republicans-blondes-pundits-ann-coulter-kellyanne-conway-rightwingers,4805,85,1194,45,2
https://www.theguardian.com/books/2017/feb/21/walt-whitmans-lost-novel-the-life-and-adventures-of-jack-engle-found,https://amp.theguardian.com/books/2017/feb/21/walt-whitmans-lost-novel-the-life-and-adventures-of-jack-engle-found,1957,95,1284,145,0
https://www.theguardian.com/books/2017/feb/21/walt-whitmans-lost-novel-the-life-and-adventures-of-jack-engle-found,https://amp.theguardian.com/books/2017/feb/21/walt-whitmans-lost-novel-the-life-and-adventures-of-jack-engle-found,6374,606,1480,341,1
https://www.theguardian.com/books/2017/feb/21/walt-whitmans-lost-novel-the-life-and-adventures-of-jack-engle-found,https://amp.theguardian.com/books/2017/feb/21/walt-whitmans-lost-novel-the-life-and-adventures-of-jack-engle-found,3655,63,1154,40,2
https://www.theguardian.com/uk-news/2017/feb/21/gordon-ramsays-father-in-law-charged-computer-hacking,https://amp.theguardian.com/uk-news/2017/feb/21/gordon-ramsays-father-in-law-charged-computer-hacking,3481,65,1250,143,0
https://www.theguardian.com/uk-news/2017/feb/21/gordon-ramsays-father-in-law-charged-computer-hacking,https://amp.theguardian.com/uk-news/2017/feb/21/gordon-ramsays-father-in-law-charged-computer-hacking,3695,170,1107,37,1
https://www.theguardian.com/uk-news/2017/feb/21/gordon-ramsays-father-in-law-charged-computer-hacking,https://amp.theguardian.com/uk-news/2017/feb/21/gordon-ramsays-father-in-law-charged-computer-hacking,3397,87,1206,48,2
https://www.theguardian.com/culture/2017/feb/21/david-cassidy-reveals-dementia-after-faltering-on-stage,https://amp.theguardian.com/culture/2017/feb/21/david-cassidy-reveals-dementia-after-faltering-on-stage,3648,73,1594,129,0
https://www.theguardian.com/culture/2017/feb/21/david-cassidy-reveals-dementia-after-faltering-on-stage,https://amp.theguardian.com/culture/2017/feb/21/david-cassidy-reveals-dementia-after-faltering-on-stage,4623,164,1159,59,1
https://www.theguardian.com/culture/2017/feb/21/david-cassidy-reveals-dementia-after-faltering-on-stage,https://amp.theguardian.com/culture/2017/feb/21/david-cassidy-reveals-dementia-after-faltering-on-stage,35813,68,1161,37,2
https://www.theguardian.com/film/2017/feb/20/lorraine-bracco-goodfellas-the-sopranos-martin-scorsese,https://amp.theguardian.com/film/2017/feb/20/lorraine-bracco-goodfellas-the-sopranos-martin-scorsese,4700,71,1337,186,0
https://www.theguardian.com/film/2017/feb/20/lorraine-bracco-goodfellas-the-sopranos-martin-scorsese,https://amp.theguardian.com/film/2017/feb/20/lorraine-bracco-goodfellas-the-sopranos-martin-scorsese,4720,72,1446,207,1
https://www.theguardian.com/film/2017/feb/20/lorraine-bracco-goodfellas-the-sopranos-martin-scorsese,https://amp.theguardian.com/film/2017/feb/20/lorraine-bracco-goodfellas-the-sopranos-martin-scorsese,4700,120,1415,183,2
https://www.theguardian.com/us-news/2017/feb/20/british-muslim-teacher-denied-entry-to-us-on-school-trip,https://amp.theguardian.com/us-news/2017/feb/20/british-muslim-teacher-denied-entry-to-us-on-school-trip,4720,86,2586,412,0
https://www.theguardian.com/us-news/2017/feb/20/british-muslim-teacher-denied-entry-to-us-on-school-trip,https://amp.theguardian.com/us-news/2017/feb/20/british-muslim-teacher-denied-entry-to-us-on-school-trip,3735,68,1545,300,1
https://www.theguardian.com/us-news/2017/feb/20/british-muslim-teacher-denied-entry-to-us-on-school-trip,https://amp.theguardian.com/us-news/2017/feb/20/british-muslim-teacher-denied-entry-to-us-on-school-trip,4360,73,2557,39,2
https://www.washingtonpost.com/news/post-nation/wp/2017/02/06/twitter-mocks-a-tiny-trump-rally/,https://www.washingtonpost.com/amphtml/news/post-nation/wp/2017/02/06/twitter-mocks-a-tiny-trump-rally/,4509,959,1607,298,0
https://www.washingtonpost.com/news/post-nation/wp/2017/02/06/twitter-mocks-a-tiny-trump-rally/,https://www.washingtonpost.com/amphtml/news/post-nation/wp/2017/02/06/twitter-mocks-a-tiny-trump-rally/,5022,614,2300,447,1
https://www.washingtonpost.com/news/post-nation/wp/2017/02/06/twitter-mocks-a-tiny-trump-rally/,https://www.washingtonpost.com/amphtml/news/post-nation/wp/2017/02/06/twitter-mocks-a-tiny-trump-rally/,4021,88,1339,125,2
https://www.washingtonpost.com/news/worldviews/wp/2017/02/06/bill-oreilly-called-putin-a-killer-now-the-kremlin-wants-an-apology-from-fox-news/,https://www.washingtonpost.com/amphtml/news/worldviews/wp/2017/02/06/bill-oreilly-called-putin-a-killer-now-the-kremlin-wants-an-apology-from-fox-news/,4321,604,1651,404,0
https://www.washingtonpost.com/news/worldviews/wp/2017/02/06/bill-oreilly-called-putin-a-killer-now-the-kremlin-wants-an-apology-from-fox-news/,https://www.washingtonpost.com/amphtml/news/worldviews/wp/2017/02/06/bill-oreilly-called-putin-a-killer-now-the-kremlin-wants-an-apology-from-fox-news/,5582,97,1512,180,1
https://www.washingtonpost.com/news/worldviews/wp/2017/02/06/bill-oreilly-called-putin-a-killer-now-the-kremlin-wants-an-apology-from-fox-news/,https://www.washingtonpost.com/amphtml/news/worldviews/wp/2017/02/06/bill-oreilly-called-putin-a-killer-now-the-kremlin-wants-an-apology-from-fox-news/,4537,149,1385,112,2
https://www.washingtonpost.com/news/the-fix/wp/2017/02/06/she-had-something-to-say-about-betsy-devos-so-she-sent-her-senator-a-pizza-with-a-message/,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/06/she-had-something-to-say-about-betsy-devos-so-she-sent-her-senator-a-pizza-with-a-message/,7778,1020,1683,503,0
https://www.washingtonpost.com/news/the-fix/wp/2017/02/06/she-had-something-to-say-about-betsy-devos-so-she-sent-her-senator-a-pizza-with-a-message/,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/06/she-had-something-to-say-about-betsy-devos-so-she-sent-her-senator-a-pizza-with-a-message/,6618,299,2620,111,1
https://www.washingtonpost.com/news/the-fix/wp/2017/02/06/she-had-something-to-say-about-betsy-devos-so-she-sent-her-senator-a-pizza-with-a-message/,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/06/she-had-something-to-say-about-betsy-devos-so-she-sent-her-senator-a-pizza-with-a-message/,5384,94,1355,144,2
https://www.washingtonpost.com/news/true-crime/wp/2017/02/06/they-were-once-one-big-happy-group-now-two-teens-are-accused-of-killing-another/,https://www.washingtonpost.com/amphtml/news/true-crime/wp/2017/02/06/they-were-once-one-big-happy-group-now-two-teens-are-accused-of-killing-another/,6425,565,1910,802,0
https://www.washingtonpost.com/news/true-crime/wp/2017/02/06/they-were-once-one-big-happy-group-now-two-teens-are-accused-of-killing-another/,https://www.washingtonpost.com/amphtml/news/true-crime/wp/2017/02/06/they-were-once-one-big-happy-group-now-two-teens-are-accused-of-killing-another/,6037,620,1524,125,1
https://www.washingtonpost.com/news/true-crime/wp/2017/02/06/they-were-once-one-big-happy-group-now-two-teens-are-accused-of-killing-another/,https://www.washingtonpost.com/amphtml/news/true-crime/wp/2017/02/06/they-were-once-one-big-happy-group-now-two-teens-are-accused-of-killing-another/,3928,91,1751,131,2
https://www.washingtonpost.com/news/worldviews/wp/2017/02/06/breaking-bad-fan-who-dissolved-cops-body-in-acid-is-found-dead-in-prison/,https://www.washingtonpost.com/amphtml/news/worldviews/wp/2017/02/06/breaking-bad-fan-who-dissolved-cops-body-in-acid-is-found-dead-in-prison/,4795,460,4862,993,0
https://www.washingtonpost.com/news/worldviews/wp/2017/02/06/breaking-bad-fan-who-dissolved-cops-body-in-acid-is-found-dead-in-prison/,https://www.washingtonpost.com/amphtml/news/worldviews/wp/2017/02/06/breaking-bad-fan-who-dissolved-cops-body-in-acid-is-found-dead-in-prison/,5968,95,3778,222,1
https://www.washingtonpost.com/news/worldviews/wp/2017/02/06/breaking-bad-fan-who-dissolved-cops-body-in-acid-is-found-dead-in-prison/,https://www.washingtonpost.com/amphtml/news/worldviews/wp/2017/02/06/breaking-bad-fan-who-dissolved-cops-body-in-acid-is-found-dead-in-prison/,4970,89,1749,663,2
https://www.washingtonpost.com/news/post-nation/wp/2017/02/06/this-judge-told-a-19-year-old-rapist-that-his-probation-would-include-no-sex-outside-of-marriage/,https://www.washingtonpost.com/amphtml/news/post-nation/wp/2017/02/06/this-judge-told-a-19-year-old-rapist-that-his-probation-would-include-no-sex-outside-of-marriage/,1287,59,4145,1071,0
https://www.washingtonpost.com/news/post-nation/wp/2017/02/06/this-judge-told-a-19-year-old-rapist-that-his-probation-would-include-no-sex-outside-of-marriage/,https://www.washingtonpost.com/amphtml/news/post-nation/wp/2017/02/06/this-judge-told-a-19-year-old-rapist-that-his-probation-would-include-no-sex-outside-of-marriage/,4230,778,2771,117,1
https://www.washingtonpost.com/news/post-nation/wp/2017/02/06/this-judge-told-a-19-year-old-rapist-that-his-probation-would-include-no-sex-outside-of-marriage/,https://www.washingtonpost.com/amphtml/news/post-nation/wp/2017/02/06/this-judge-told-a-19-year-old-rapist-that-his-probation-would-include-no-sex-outside-of-marriage/,7171,160,980,130,2
https://www.washingtonpost.com/news/post-nation/wp/2017/02/05/she-went-for-a-jog-and-never-came-home-six-months-later-police-may-have-found-her-killer/,https://www.washingtonpost.com/amphtml/news/post-nation/wp/2017/02/05/she-went-for-a-jog-and-never-came-home-six-months-later-police-may-have-found-her-killer/,1134,65,1554,362,0
https://www.washingtonpost.com/news/post-nation/wp/2017/02/05/she-went-for-a-jog-and-never-came-home-six-months-later-police-may-have-found-her-killer/,https://www.washingtonpost.com/amphtml/news/post-nation/wp/2017/02/05/she-went-for-a-jog-and-never-came-home-six-months-later-police-may-have-found-her-killer/,5089,1267,1568,120,1
https://www.washingtonpost.com/news/post-nation/wp/2017/02/05/she-went-for-a-jog-and-never-came-home-six-months-later-police-may-have-found-her-killer/,https://www.washingtonpost.com/amphtml/news/post-nation/wp/2017/02/05/she-went-for-a-jog-and-never-came-home-six-months-later-police-may-have-found-her-killer/,6183,89,1324,133,2
https://www.washingtonpost.com/news/the-fix/wp/2017/02/05/how-washington-state-became-the-epicenter-of-resistance-to-trumps-agenda/,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/05/how-washington-state-became-the-epicenter-of-resistance-to-trumps-agenda/,3952,586,1447,594,0
https://www.washingtonpost.com/news/the-fix/wp/2017/02/05/how-washington-state-became-the-epicenter-of-resistance-to-trumps-agenda/,https://www.washingtonpost.com/amphtml/news/the-fix/wp/2017/02/05/how-washington-state-became-the-epicenter-of-resistance-to-trumps-agenda/,4794,1124,1208,166,1
